2026-01-09 10:19:20,262 [INFO] 开始启动浏览器实例
2026-01-09 17:51:19,767 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:51:19,767 [INFO] 成功获取到值: 2601062138274071031
2026-01-09 17:51:19,786 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:51:19,786 [INFO] 成功获取到值: 414181000
2026-01-09 17:51:19,805 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:51:19,805 [INFO] 成功获取到值: BPGC5
2026-01-09 17:51:19,821 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:51:19,822 [INFO] 成功获取到值: 9647772
2026-01-09 17:51:19,837 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:51:19,838 [INFO] 成功获取到值: 876770
2026-01-09 17:51:19,853 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:51:19,854 [INFO] 成功获取到值: XIN HAI TONG 5
2026-01-09 17:51:19,867 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:51:19,867 [INFO] 成功获取到值: 鲁寿渔65868
2026-01-09 17:51:19,868 [INFO] 获取到的参数: targetId=2601062138274071031, mmsi=414181000, callSign=BPGC5, imo=9647772, terminal=876770, vesselName=XIN HAI TONG 5, shipName=鲁寿渔65868
2026-01-09 17:51:21,908 [INFO] 全局公共参数获取成功
2026-01-09 17:51:21,909 [INFO] 开始创建页面并执行登录
2026-01-09 17:51:22,252 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:51:31,463 [INFO] 正在执行登录操作
2026-01-09 17:51:32,811 [INFO] 登录成功
2026-01-09 17:51:34,987 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:51:36,353 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:51:36,377 [INFO] 页面上下文已关闭
2026-01-09 17:51:36,814 [INFO] 浏览器实例已关闭
2026-01-09 17:52:02,180 [INFO] 开始启动浏览器实例
2026-01-09 17:52:02,932 [INFO] 浏览器实例启动成功
2026-01-09 17:52:05,010 [INFO] 开始获取全局公共参数
2026-01-09 17:52:05,010 [INFO] 正在请求登录接口获取token
2026-01-09 17:52:05,010 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:52:07,392 [INFO] 接口调用成功: 200
2026-01-09 17:52:09,446 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:52:09,446 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:52:09,446 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:52:09,447 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:52:13,896 [INFO] 接口调用成功: 200
2026-01-09 17:52:15,939 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:52:18,868 [INFO] 接口调用成功: 200
2026-01-09 17:52:20,933 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:52:20,933 [INFO] 成功获取到值: 2601032116264043589
2026-01-09 17:52:20,955 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:52:20,955 [INFO] 成功获取到值: 412208070
2026-01-09 17:52:20,974 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:52:20,974 [INFO] 成功获取到值: C6QO7
2026-01-09 17:52:20,993 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:52:20,993 [INFO] 成功获取到值: 9899404
2026-01-09 17:52:21,007 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:52:21,007 [INFO] 成功获取到值: 876410
2026-01-09 17:52:21,024 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:52:21,025 [INFO] 成功获取到值: CHANG AN YOU 1
2026-01-09 17:52:21,038 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:52:21,038 [INFO] 成功获取到值: 鲁寿渔65869
2026-01-09 17:52:21,039 [INFO] 获取到的参数: targetId=2601032116264043589, mmsi=412208070, callSign=C6QO7, imo=9899404, terminal=876410, vesselName=CHANG AN YOU 1, shipName=鲁寿渔65869
2026-01-09 17:52:23,081 [INFO] 全局公共参数获取成功
2026-01-09 17:52:23,082 [INFO] 开始创建页面并执行登录
2026-01-09 17:52:23,427 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:52:37,171 [INFO] 正在执行登录操作
2026-01-09 17:52:41,339 [INFO] 登录成功
2026-01-09 17:52:43,498 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:53:15,878 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:53:15,901 [INFO] 页面上下文已关闭
2026-01-09 17:53:16,359 [INFO] 浏览器实例已关闭
2026-01-09 17:53:34,777 [INFO] 开始启动浏览器实例
2026-01-09 17:53:35,479 [INFO] 浏览器实例启动成功
2026-01-09 17:53:37,560 [INFO] 开始获取全局公共参数
2026-01-09 17:53:37,560 [INFO] 正在请求登录接口获取token
2026-01-09 17:53:37,560 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:53:39,875 [INFO] 接口调用成功: 200
2026-01-09 17:53:41,937 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:53:41,938 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:53:41,938 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:53:41,974 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:53:46,174 [INFO] 接口调用成功: 200
2026-01-09 17:53:48,222 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:53:51,047 [INFO] 接口调用成功: 200
2026-01-09 17:53:53,112 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:53:53,112 [INFO] 成功获取到值: 2601040604424093480
2026-01-09 17:53:53,130 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:53:53,130 [INFO] 成功获取到值: 413534220
2026-01-09 17:53:53,147 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:53:53,147 [INFO] 成功获取到值: (2D5489
2026-01-09 17:53:53,166 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:53:53,167 [INFO] 成功获取到值: 9559327
2026-01-09 17:53:53,181 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:53:53,181 [INFO] 成功获取到值: 851862
2026-01-09 17:53:53,197 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:53:53,197 [INFO] 成功获取到值: PENGJU66
2026-01-09 17:53:53,209 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:53:53,210 [INFO] 成功获取到值: 鲁岚渔61718
2026-01-09 17:53:53,210 [INFO] 获取到的参数: targetId=2601040604424093480, mmsi=413534220, callSign=(2D5489, imo=9559327, terminal=851862, vesselName=PENGJU66, shipName=鲁岚渔61718
2026-01-09 17:53:55,254 [INFO] 全局公共参数获取成功
2026-01-09 17:53:55,256 [INFO] 开始创建页面并执行登录
2026-01-09 17:53:55,561 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:54:12,146 [INFO] 正在执行登录操作
2026-01-09 17:54:13,384 [INFO] 登录成功
2026-01-09 17:54:20,980 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:54:22,009 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 17:54:22,053 [INFO] 页面上下文已关闭
2026-01-09 17:54:22,521 [INFO] 浏览器实例已关闭
2026-01-09 17:58:27,540 [INFO] 开始启动浏览器实例
2026-01-09 17:58:28,307 [INFO] 浏览器实例启动成功
2026-01-09 17:58:30,398 [INFO] 开始获取全局公共参数
2026-01-09 17:58:30,399 [INFO] 正在请求登录接口获取token
2026-01-09 17:58:30,399 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 17:58:32,652 [INFO] 接口调用成功: 200
2026-01-09 17:58:34,694 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 17:58:34,694 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 17:58:34,695 [INFO] 正在请求目标接口获取公共参数
2026-01-09 17:58:34,696 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:58:37,980 [INFO] 接口调用成功: 200
2026-01-09 17:58:40,030 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 17:58:43,749 [INFO] 接口调用成功: 200
2026-01-09 17:58:45,812 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 17:58:45,812 [INFO] 成功获取到值: 2601030649394005005
2026-01-09 17:58:45,831 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 17:58:45,832 [INFO] 成功获取到值: 413537550
2026-01-09 17:58:45,849 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 17:58:45,849 [INFO] 成功获取到值: BPHM4
2026-01-09 17:58:45,870 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 17:58:45,870 [INFO] 成功获取到值: 9559327
2026-01-09 17:58:45,886 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 17:58:45,886 [INFO] 成功获取到值: 869938
2026-01-09 17:58:45,902 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 17:58:45,902 [INFO] 成功获取到值: LI HUA 28
2026-01-09 17:58:45,916 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 17:58:45,916 [INFO] 成功获取到值: 鲁威渔62362
2026-01-09 17:58:45,917 [INFO] 获取到的参数: targetId=2601030649394005005, mmsi=413537550, callSign=BPHM4, imo=9559327, terminal=869938, vesselName=LI HUA 28, shipName=鲁威渔62362
2026-01-09 17:58:47,957 [INFO] 全局公共参数获取成功
2026-01-09 17:58:47,957 [INFO] 开始创建页面并执行登录
2026-01-09 17:58:48,258 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 17:59:14,962 [INFO] 正在执行登录操作
2026-01-09 17:59:19,220 [INFO] 登录成功
2026-01-09 17:59:21,376 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 17:59:21,694 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 17:59:21,764 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 17:59:21,872 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 17:59:21,952 [INFO] 正在点击目标类型按钮: 雷达AIS
2026-01-09 17:59:52,162 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 17:59:52,244 [INFO] 正在点击目标类型按钮: 其他
2026-01-09 18:00:23,261 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:00:23,288 [INFO] 页面上下文已关闭
2026-01-09 18:00:23,749 [INFO] 浏览器实例已关闭
2026-01-09 18:03:43,677 [INFO] 开始启动浏览器实例
2026-01-09 18:03:44,412 [INFO] 浏览器实例启动成功
2026-01-09 18:03:46,493 [INFO] 开始获取全局公共参数
2026-01-09 18:03:46,493 [INFO] 正在请求登录接口获取token
2026-01-09 18:03:46,493 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 18:03:48,732 [INFO] 接口调用成功: 200
2026-01-09 18:03:50,777 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 18:03:50,778 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 18:03:50,778 [INFO] 正在请求目标接口获取公共参数
2026-01-09 18:03:50,805 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:03:55,104 [INFO] 接口调用成功: 200
2026-01-09 18:03:57,156 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:03:59,809 [INFO] 接口调用成功: 200
2026-01-09 18:04:01,873 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 18:04:01,873 [INFO] 成功获取到值: 2601041845134031836
2026-01-09 18:04:01,894 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 18:04:01,894 [INFO] 成功获取到值: 412011250
2026-01-09 18:04:01,917 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 18:04:01,918 [INFO] 成功获取到值: BOSD9
2026-01-09 18:04:01,938 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 18:04:01,938 [INFO] 成功获取到值: 9222510
2026-01-09 18:04:01,953 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 18:04:01,953 [INFO] 成功获取到值: 876324
2026-01-09 18:04:01,970 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 18:04:01,970 [INFO] 成功获取到值: QINGANG16
2026-01-09 18:04:01,987 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 18:04:01,987 [INFO] 成功获取到值: 鲁寿渔60157
2026-01-09 18:04:01,988 [INFO] 获取到的参数: targetId=2601041845134031836, mmsi=412011250, callSign=BOSD9, imo=9222510, terminal=876324, vesselName=QINGANG16, shipName=鲁寿渔60157
2026-01-09 18:04:04,032 [INFO] 全局公共参数获取成功
2026-01-09 18:04:04,034 [INFO] 开始创建页面并执行登录
2026-01-09 18:04:04,363 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 18:04:17,226 [INFO] 正在执行登录操作
2026-01-09 18:04:18,611 [INFO] 登录成功
2026-01-09 18:04:20,749 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 18:04:21,113 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 18:04:23,358 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:04:25,499 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 18:04:27,629 [INFO] 正在点击目标类型按钮: 雷达AIS
2026-01-09 18:04:57,928 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:05:00,159 [INFO] 正在点击目标类型按钮: 其他
2026-01-09 18:05:31,520 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:05:31,542 [INFO] 页面上下文已关闭
2026-01-09 18:05:32,112 [INFO] 浏览器实例已关闭
2026-01-09 18:07:12,118 [INFO] 开始启动浏览器实例
2026-01-09 18:07:12,852 [INFO] 浏览器实例启动成功
2026-01-09 18:07:14,943 [INFO] 开始获取全局公共参数
2026-01-09 18:07:14,943 [INFO] 正在请求登录接口获取token
2026-01-09 18:07:14,943 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 18:07:17,325 [INFO] 接口调用成功: 200
2026-01-09 18:07:19,371 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 18:07:19,371 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 18:07:19,371 [INFO] 正在请求目标接口获取公共参数
2026-01-09 18:07:19,406 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:07:22,170 [INFO] 接口调用成功: 200
2026-01-09 18:07:24,210 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:07:26,778 [INFO] 接口调用成功: 200
2026-01-09 18:07:28,846 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 18:07:28,847 [INFO] 成功获取到值: 2512311843164067827
2026-01-09 18:07:28,864 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 18:07:28,864 [INFO] 成功获取到值: 413272030
2026-01-09 18:07:28,882 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 18:07:28,882 [INFO] 成功获取到值: BOSA4
2026-01-09 18:07:28,902 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 18:07:28,903 [INFO] 成功获取到值: 9324667
2026-01-09 18:07:28,919 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 18:07:28,919 [INFO] 成功获取到值: 970242
2026-01-09 18:07:28,934 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 18:07:28,935 [INFO] 成功获取到值: QIN GANG 22
2026-01-09 18:07:28,948 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 18:07:28,949 [INFO] 成功获取到值: 鲁荣渔59105
2026-01-09 18:07:28,949 [INFO] 获取到的参数: targetId=2512311843164067827, mmsi=413272030, callSign=BOSA4, imo=9324667, terminal=970242, vesselName=QIN GANG 22, shipName=鲁荣渔59105
2026-01-09 18:07:30,992 [INFO] 全局公共参数获取成功
2026-01-09 18:07:30,993 [INFO] 开始创建页面并执行登录
2026-01-09 18:07:31,304 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 18:07:40,760 [INFO] 正在执行登录操作
2026-01-09 18:07:42,787 [INFO] 登录成功
2026-01-09 18:07:49,935 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 18:08:20,508 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 18:08:22,671 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:08:24,836 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 18:08:26,984 [INFO] 正在点击目标类型按钮: 雷达AIS_A
2026-01-09 18:08:29,117 [INFO] 正在点击目标类型按钮: 雷达AIS_B
2026-01-09 18:08:31,265 [INFO] 正在点击目标类型按钮: 其 他
2026-01-09 18:08:34,775 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:08:34,808 [INFO] 页面上下文已关闭
2026-01-09 18:08:35,328 [INFO] 浏览器实例已关闭
2026-01-09 18:22:07,683 [INFO] 开始启动浏览器实例
2026-01-09 18:22:08,470 [INFO] 浏览器实例启动成功
2026-01-09 18:22:10,556 [INFO] 开始获取全局公共参数
2026-01-09 18:22:10,556 [INFO] 正在请求登录接口获取token
2026-01-09 18:22:10,556 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 18:22:12,816 [INFO] 接口调用成功: 200
2026-01-09 18:22:14,858 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 18:22:14,859 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 18:22:14,859 [INFO] 正在请求目标接口获取公共参数
2026-01-09 18:22:14,877 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:22:17,723 [INFO] 接口调用成功: 200
2026-01-09 18:22:19,759 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:22:22,418 [INFO] 接口调用成功: 200
2026-01-09 18:22:24,482 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 18:22:24,483 [INFO] 成功获取到值: 2512221029594038869
2026-01-09 18:22:24,502 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 18:22:24,503 [INFO] 成功获取到值: 799210161
2026-01-09 18:22:24,527 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 18:22:24,527 [INFO] 成功获取到值: 0C9S3
2026-01-09 18:22:24,545 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 18:22:24,546 [INFO] 成功获取到值: 9899404
2026-01-09 18:22:24,560 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 18:22:24,560 [INFO] 成功获取到值: 855301
2026-01-09 18:22:24,577 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 18:22:24,577 [INFO] 成功获取到值: PT08
2026-01-09 18:22:24,590 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 18:22:24,590 [INFO] 成功获取到值: 鲁威渔62098
2026-01-09 18:22:24,591 [INFO] 获取到的参数: targetId=2512221029594038869, mmsi=799210161, callSign=0C9S3, imo=9899404, terminal=855301, vesselName=PT08, shipName=鲁威渔62098
2026-01-09 18:22:26,633 [INFO] 全局公共参数获取成功
2026-01-09 18:22:26,635 [INFO] 开始创建页面并执行登录
2026-01-09 18:22:26,944 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 18:22:43,234 [INFO] 正在执行登录操作
2026-01-09 18:22:44,460 [INFO] 登录成功
2026-01-09 18:22:46,620 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 18:22:47,151 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 18:22:49,339 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:22:51,487 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 18:22:53,639 [INFO] 正在点击目标类型按钮: 雷达AIS_A
2026-01-09 18:22:55,784 [INFO] 正在点击目标类型按钮: 雷达AIS_B
2026-01-09 18:22:58,019 [INFO] 正在点击目标类型按钮: 其 他
2026-01-09 18:23:01,049 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:23:01,079 [INFO] 页面上下文已关闭
2026-01-09 18:23:01,545 [INFO] 浏览器实例已关闭
2026-01-09 18:30:54,208 [INFO] 开始启动浏览器实例
2026-01-09 18:30:54,910 [INFO] 浏览器实例启动成功
2026-01-09 18:30:56,988 [INFO] 开始获取全局公共参数
2026-01-09 18:30:56,988 [INFO] 正在请求登录接口获取token
2026-01-09 18:30:56,988 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 18:30:59,236 [INFO] 接口调用成功: 200
2026-01-09 18:31:01,282 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 18:31:01,282 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 18:31:01,282 [INFO] 正在请求目标接口获取公共参数
2026-01-09 18:31:01,283 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:31:04,857 [INFO] 接口调用成功: 200
2026-01-09 18:31:06,905 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:31:10,483 [INFO] 接口调用成功: 200
2026-01-09 18:31:12,557 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 18:31:12,557 [INFO] 成功获取到值: 2601030649394005005
2026-01-09 18:31:12,577 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 18:31:12,577 [INFO] 成功获取到值: 413537550
2026-01-09 18:31:12,599 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 18:31:12,599 [INFO] 成功获取到值: BPHM4
2026-01-09 18:31:12,620 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 18:31:12,620 [INFO] 成功获取到值: 9258832
2026-01-09 18:31:12,634 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 18:31:12,635 [INFO] 成功获取到值: 871817
2026-01-09 18:31:12,653 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 18:31:12,653 [INFO] 成功获取到值: LI HUA 28
2026-01-09 18:31:12,666 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
2026-01-09 18:31:12,667 [INFO] 成功获取到值: 鲁昌渔养60007
2026-01-09 18:31:12,667 [INFO] 获取到的参数: targetId=2601030649394005005, mmsi=413537550, callSign=BPHM4, imo=9258832, terminal=871817, vesselName=LI HUA 28, shipName=鲁昌渔养60007
2026-01-09 18:31:14,712 [INFO] 全局公共参数获取成功
2026-01-09 18:31:14,713 [INFO] 开始创建页面并执行登录
2026-01-09 18:31:15,010 [INFO] 正在导航到登录页面: http://10.100.0.184:11080/login
2026-01-09 18:31:24,729 [INFO] 正在执行登录操作
2026-01-09 18:31:25,953 [INFO] 登录成功
2026-01-09 18:31:33,567 [INFO] 首次执行：点击【目标筛选】→【高级筛选】
2026-01-09 18:32:04,047 [INFO] 正在点击目标类型按钮: 雷 达
2026-01-09 18:32:06,203 [INFO] 正在点击目标类型按钮: AIS_A
2026-01-09 18:32:08,355 [INFO] 正在点击目标类型按钮: AIS_B
2026-01-09 18:32:10,503 [INFO] 正在点击目标类型按钮: 雷达AIS_A
2026-01-09 18:32:12,672 [INFO] 正在点击目标类型按钮: 雷达AIS_B
2026-01-09 18:32:14,818 [INFO] 正在点击目标类型按钮: 其 他
2026-01-09 18:32:18,270 [ERROR] 添加Allure附件时出错: type object 'AttachmentType' has no attribute 'APPLICATION_ZIP'
2026-01-09 18:32:18,294 [INFO] 页面上下文已关闭
2026-01-09 18:32:18,798 [INFO] 浏览器实例已关闭
2026-01-09 18:35:18,566 [INFO] 开始启动浏览器实例
2026-01-09 18:35:19,395 [INFO] 浏览器实例启动成功
2026-01-09 18:35:21,526 [INFO] 开始获取全局公共参数
2026-01-09 18:35:21,526 [INFO] 正在请求登录接口获取token
2026-01-09 18:35:21,526 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/uaa/user/login
2026-01-09 18:35:23,873 [INFO] 接口调用成功: 200
2026-01-09 18:35:25,918 [INFO] 尝试从JSON路径 $.data.tokenValue 获取值
2026-01-09 18:35:25,919 [INFO] 成功获取到值: 12545320-0b86-4b2c-845d-f3c21f373842
2026-01-09 18:35:25,919 [INFO] 正在请求目标接口获取公共参数
2026-01-09 18:35:25,948 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:35:30,374 [INFO] 接口调用成功: 200
2026-01-09 18:35:32,419 [INFO] 正在调用接口: POST http://10.100.0.184:11080/api/targetv2/target/all/simplified
2026-01-09 18:35:35,280 [INFO] 接口调用成功: 200
2026-01-09 18:35:37,354 [INFO] 尝试从JSON路径 $.data.data[*][0] 获取值
2026-01-09 18:35:37,354 [INFO] 成功获取到值: 2601091317204005426
2026-01-09 18:35:37,377 [INFO] 尝试从JSON路径 $.data.data[*][2] 获取值
2026-01-09 18:35:37,378 [INFO] 成功获取到值: 412321596
2026-01-09 18:35:37,403 [INFO] 尝试从JSON路径 $.data.data[*][32] 获取值
2026-01-09 18:35:37,403 [INFO] 成功获取到值: 25005
2026-01-09 18:35:37,424 [INFO] 尝试从JSON路径 $.data.data[*][31] 获取值
2026-01-09 18:35:37,424 [INFO] 成功获取到值: 9324667
2026-01-09 18:35:37,440 [INFO] 尝试从JSON路径 $.data.data[*][21] 获取值
2026-01-09 18:35:37,440 [INFO] 成功获取到值: 876346
2026-01-09 18:35:37,461 [INFO] 尝试从JSON路径 $.data.data[*][14] 获取值
2026-01-09 18:35:37,461 [INFO] 成功获取到值: LULAIZHOUYU60919
2026-01-09 18:35:37,478 [INFO] 尝试从JSON路径 $.data.data[*][13] 获取值
